,date,start_time,end_time,class_type,class_name,professor_name,grade,label,class_code,major
1613,수,15:00,16:50,전공선택(05),숏게임과트러블샷1,황선영,3,GI,GI315-00,골프산업학과
1614,월,13:30,14:45,전공선택(05),스포츠와법,범철호,3,GI,GI308-00,골프산업학과
1615,수,13:30,14:45,전공선택(05),스포츠와법,범철호,3,GI,GI308-00,골프산업학과
1616,금,9:00,11:45,전공선택(05),토너먼트2,박영진,2,GI,GI205-01,골프산업학과
1617,금,9:00,11:45,전공선택(05),토너먼트4,장재관,3,GI,GI306-01,골프산업학과
1618,금,9:00,11:45,전공선택(05),토너먼트6,이정학,4,GI,GI408-00,골프산업학과
1619,월,15:00,16:15,전공필수(04),우주환경I,문용재,3,SPACE,SPACE303-01,우주과학과
1620,수,15:00,16:15,전공필수(04),우주환경I,문용재,3,SPACE,SPACE303-01,우주과학과
1621,금,12:00,12:50,전공필수(04),졸업논문(우주과학과),김관혁,4,SPACE,SPACE471-00,우주과학과
1622,화,10:30,11:45,전공필수(04),천체물리학I,"김성수, 전명원",3,SPACE,SPACE301-00,우주과학과
1623,목,10:30,11:45,전공필수(04),천체물리학I,"김성수, 전명원",3,SPACE,SPACE301-00,우주과학과
1624,화,10:30,11:45,전공선택(05),고등수학I,이동훈,2,SPACE,SPACE203-00,우주과학과
1625,목,10:30,11:45,전공선택(05),고등수학I,이동훈,2,SPACE,SPACE203-00,우주과학과
1626,금,10:30,11:45,전공선택(05),고등수학I,이동훈,2,SPACE,SPACE203-00,우주과학과
1627,금,10:30,11:45,전공선택(05),고등수학I,이동훈,2,SPACE,SPACE203-00,우주과학과
1628,화,15:00,16:50,전공선택(05),기초프로그래밍및실습,전명원,2,SPACE,SPACE231-00,우주과학과
1629,목,15:00,16:50,전공선택(05),기초프로그래밍및실습,전명원,2,SPACE,SPACE231-00,우주과학과
1630,화,17:00,17:50,전공선택(05),우주과학개론,김관혁,4,SPACE,SPACE371-00,우주과학과
1631,월,10:30,11:45,전공선택(05),우주비행역학,김갑성,3,SPACE,SPACE312-01,우주과학과
1632,수,10:30,11:45,전공선택(05),우주비행역학,김갑성,3,SPACE,SPACE312-01,우주과학과
1633,월,12:00,13:15,전공선택(05),우주유체및플라즈마물리개론,Tetsuya Magara,4,SPACE,SPACE411-00,우주과학과
1634,수,12:00,13:15,전공선택(05),우주유체및플라즈마물리개론,Tetsuya Magara,4,SPACE,SPACE411-00,우주과학과
1635,화,9:00,10:15,전공선택(05),우주전자기개론,김관혁,2,SPACE,SPACE212-00,우주과학과
1636,목,9:00,10:15,전공선택(05),우주전자기개론,김관혁,2,SPACE,SPACE212-00,우주과학과
1637,월,10:30,12:20,전공선택(05),우주전자기초및실,험진호,2,SPACE,SPACE221-00,우주과학과
1638,수,10:30,12:20,전공선택(05),우주전자기초및실,험진호,2,SPACE,SPACE221-00,우주과학과
1639,화,13:00,14:15,전공선택(05),위성및추진체,선종호,3,SPACE,SPACE322-00,우주과학과
1640,목,13:00,14:15,전공선택(05),위성및추진체,선종호,3,SPACE,SPACE322-00,우주과학과
1641,월,16:30,17:45,전공선택(05),천문우주과학특강1,최광선,4,SPACE,SPACE424-00,우주과학과
1642,수,16:30,17:45,전공선택(05),천문우주과학특강1,최광선,4,SPACE,SPACE424-00,우주과학과
1643,수,18:00,19:15,전공선택(05),천문우주과학특강1,최광선,4,SPACE,SPACE424-00,우주과학과
1644,월,13:00,14:50,전공선택(05),천문학개론및실습1,최윤영,2,SPACE,SPACE201-00,우주과학과
1645,수,13:00,14:50,전공선택(05),천문학개론및실습1,최윤영,2,SPACE,SPACE201-00,우주과학과
1646,월,13:30,14:45,전공선택(05),천체열역학,최광선,4,SPACE,SPACE412-00,우주과학과
1647,수,13:30,14:45,전공선택(05),천체열역학,최광선,4,SPACE,SPACE412-00,우주과학과
1648,금,13:30,16:30,전공선택(05),천체열역학,최광선,4,SPACE,SPACE412-00,우주과학과
1649,화,13:30,14:45,전공선택(05),태양계탐사,김성수,2,SPACE,SPACE211-00,우주과학과
1650,목,13:30,14:45,전공선택(05),태양계탐사,김성수,2,SPACE,SPACE211-00,우주과학과
1651,월,18:00,19:15,전공필수(04),무기화학I,변송호,3,APCH,APCH3401-00,응용화학과
1652,수,18:00,19:15,전공필수(04),무기화학I,변송호,3,APCH,APCH3401-00,응용화학과
1653,화,13:30,14:45,전공필수(04),무기화학I,이민형,3,APCH,APCH3401-01,응용화학과
1654,목,13:30,14:45,전공필수(04),무기화학I,이민형,3,APCH,APCH3401-01,응용화학과
1655,월,13:30,17:10,전공필수(04),분석화학실험,강성호,2,APCH,APCH2303-00,응용화학과
1656,수,13:30,17:10,전공필수(04),분석화학실험,양성익,2,APCH,APCH2303-01,응용화학과
1657,금,18:00,20:45,전공필수(04),졸업논문(응용화학과),이민형,4,APCH,APCH4600-00,응용화학과
1658,금,9:00,11:45,전공선택(05),기초물리화학,이영식,2,APCH,APCH2104-00,응용화학과
1659,화,13:30,14:45,전공선택(05),기초유기화학,안광현,2,APCH,APCH2201-01,응용화학과
1660,목,13:30,14:45,전공선택(05),기초유기화학,안광현,2,APCH,APCH2201-01,응용화학과
1661,화,20:30,23:15,전공선택(05),나노융합소재연구,이민형,4,APCH,APCH4601-00,응용화학과
1662,토,20:30,23:15,전공선택(05),나노융합소재연구,이민형,4,APCH,APCH4601-00,응용화학과
1663,월,13:30,14:45,전공선택(05),무기소재과학,변송호,4,APCH,APCH4401-00,응용화학과
1664,수,13:30,14:45,전공선택(05),무기소재과학,변송호,4,APCH,APCH4401-00,응용화학과
1665,월,16:30,17:45,전공선택(05),물리유기화학,유은정,4,APCH,APCH4607-00,응용화학과
1666,수,16:30,17:45,전공선택(05),물리유기화학,유은정,4,APCH,APCH4607-00,응용화학과
1667,화,13:30,14:45,전공선택(05),물리화학I,김용호,2,APCH,APCH2101-00,응용화학과
1668,목,13:30,14:45,전공선택(05),물리화학I,김용호,2,APCH,APCH2101-00,응용화학과
1669,화,15:00,16:15,전공선택(05),물리화학I,김용호,2,APCH,APCH2101-01,응용화학과
1670,목,15:00,16:15,전공선택(05),물리화학I,김용호,2,APCH,APCH2101-01,응용화학과
1671,월,15:00,16:15,전공선택(05),반응속도론,김용호,3,APCH,APCH3101-00,응용화학과
1672,수,15:00,16:15,전공선택(05),반응속도론,김용호,3,APCH,APCH3101-00,응용화학과
1673,월,9:00,10:15,전공선택(05),분석화학입문,강성호,2,APCH,APCH2301-00,응용화학과
1674,수,9:00,10:15,전공선택(05),분석화학입문,강성호,2,APCH,APCH2301-00,응용화학과
1675,월,10:30,11:45,전공선택(05),분석화학입문,강성호,2,APCH,APCH2301-01,응용화학과
1676,수,10:30,11:45,전공선택(05),분석화학입문,강성호,2,APCH,APCH2301-01,응용화학과
1677,화,10:30,11:45,전공선택(05),생화학I,김광표,3,APCH,APCH3501-00,응용화학과
1678,목,10:30,11:45,전공선택(05),생화학I,김광표,3,APCH,APCH3501-00,응용화학과
1679,화,16:30,20:20,전공선택(05),생화학실험,김광표,4,APCH,APCH4501-00,응용화학과
1680,화,15:00,18:50,전공선택(05),신소재과학실험,이민형,3,APCH,APCH3403-00,응용화학과
1681,목,15:00,18:50,전공선택(05),신소재과학실험,이민형,3,APCH,APCH3403-01,응용화학과
1682,수,19:20,21:45,전공선택(05),유기및생화학연구,강성호,4,APCH,APCH4204-00,응용화학과
1683,목,19:20,21:45,전공선택(05),유기및생화학연구,강성호,4,APCH,APCH4204-00,응용화학과
1684,화,9:00,10:15,전공선택(05),유기분광분석,양성익,3,APCH,APCH3301-00,응용화학과
1685,목,9:00,10:15,전공선택(05),유기분광분석,양성익,3,APCH,APCH3301-00,응용화학과
1686,월,12:00,13:15,전공선택(05),유기화학I,강은주,2,APCH,APCH2202-00,응용화학과
1687,수,12:00,13:15,전공선택(05),유기화학I,강은주,2,APCH,APCH2202-00,응용화학과
1688,화,10:30,11:45,전공선택(05),유기화학I,김학원,2,APCH,APCH2202-01,응용화학과
1689,목,10:30,11:45,전공선택(05),유기화학I,김학원,2,APCH,APCH2202-01,응용화학과
1690,월,9:00,10:15,전공선택(05),유기화학III,강경태,3,APCH,APCH3606-00,응용화학과
1691,수,9:00,10:15,전공선택(05),유기화학III,강경태,3,APCH,APCH3606-00,응용화학과
1692,화,10:30,11:45,전공선택(05),응용고분자화학,고두현,4,APCH,APCH4105-00,응용화학과
1693,목,10:30,11:45,전공선택(05),응용고분자화학,고두현,4,APCH,APCH4105-00,응용화학과
1694,월,12:00,13:15,전공선택(05),응용전기화학,김명준,3,APCH,APCH3607-00,응용화학과
1695,수,12:00,13:15,전공선택(05),응용전기화학,김명준,3,APCH,APCH3607-00,응용화학과
1696,화,12:00,13:15,전공선택(05),응용화학개론,이민형,3,APCH,APCH3601-00,응용화학과
1697,월,19:20,23:10,전공선택(05),응용화학캡스톤디자인,"강성호, 김학원, 고두현",4,APCH,APCH4603-00,응용화학과
1698,금,14:00,16:45,교직전선(20),교과교육론(화학),이영식,3,EDU,EDU3141-G00,교직
1699,화,12:00,13:15,전공필수(04),양자역학I,이호선,3,APHY,APHY3100-00,응용물리학과
1700,목,12:00,13:15,전공필수(04),양자역학I,이호선,3,APHY,APHY3100-00,응용물리학과
1701,월,13:30,14:45,전공필수(04),역학Ⅰ,이민철,2,APHY,APHY2100-00,응용물리학과
1702,수,13:30,14:45,전공필수(04),역학Ⅰ,이민철,2,APHY,APHY2100-00,응용물리학과
1703,화,13:30,14:45,전공필수(04),전자기학Ⅱ,임대영,3,APHY,APHY3600-00,응용물리학과
1704,목,13:30,14:45,전공필수(04),전자기학Ⅱ,임대영,3,APHY,APHY3600-00,응용물리학과
1705,금,9:00,12:50,전공필수(04),전자회로개론실험,최정우,3,APHY,APHY3201-00,응용물리학과
1706,금,17:00,17:50,전공필수(04),졸업논문(응용물리학과),송현욱,4,APHY,APHY4000-00,응용물리학과
1707,금,9:00,12:50,전공필수(04),현대물리실험,이광조,2,APHY,APHY2105-00,응용물리학과
1708,월,15:00,16:15,전공선택(05),나노과학및기술,송현욱,4,APHY,APHY4403-00,응용물리학과
1709,수,15:00,16:15,전공선택(05),나노과학및기술,송현욱,4,APHY,APHY4403-00,응용물리학과
1710,월,10:30,11:45,전공선택(05),물리전자,최석호,3,APHY,APHY3400-00,응용물리학과
1711,수,10:30,11:45,전공선택(05),물리전자,최석호,3,APHY,APHY3400-00,응용물리학과
1712,수,9:00,10:50,전공선택(05),물리학실험I,손종역,1,APHY,APHY1100-00,응용물리학과
1713,수,11:00,12:50,전공선택(05),물리학실험I,손종역,1,APHY,APHY1100-01,응용물리학과
1714,수,9:00,10:50,전공선택(05),물리학실험I,이종수,1,APHY,APHY1100-02,응용물리학과
1715,수,11:00,12:50,전공선택(05),물리학실험I,이종수,1,APHY,APHY1100-03,응용물리학과
1716,화,12:00,13:15,전공선택(05),반도체나노공정,손종역,4,APHY,APHY4404-00,응용물리학과
1717,목,12:00,13:15,전공선택(05),반도체나노공정,손종역,4,APHY,APHY4404-00,응용물리학과
1718,화,9:00,10:15,전공선택(05),수리물리I,이종수,2,APHY,APHY2102-00,응용물리학과
1719,목,9:00,10:15,전공선택(05),수리물리I,이종수,2,APHY,APHY2102-00,응용물리학과
1720,수,17:00,18:15,전공선택(05),응용물리 세미나,이광조,,APHY,APHY2200-00,응용물리학과
1721,월,17:00,17:50,전공선택(05),응용물리개론,송현욱,2,APHY,APHY2000-00,응용물리학과
1722,금,18:00,19:50,전공선택(05),응용물리연구I,송현욱,4,APHY,APHY4200-00,응용물리학과
1723,화,15:00,16:15,전공선택(05),응집물질물리Ⅰ,이성훈,4,APHY,APHY4400-00,응용물리학과
1724,목,15:00,16:15,전공선택(05),응집물질물리Ⅰ,이성훈,4,APHY,APHY4400-00,응용물리학과
1725,월,15:00,16:15,전공선택(05),전산물리,이성훈,2,APHY,APHY2107-00,응용물리학과
1726,수,15:00,16:15,전공선택(05),전산물리,이성훈,2,APHY,APHY2107-00,응용물리학과
1727,월,13:30,14:45,전공선택(05),전자회로개론,최정우,3,APHY,APHY3200-00,응용물리학과
1728,수,13:30,14:45,전공선택(05),전자회로개론,최정우,3,APHY,APHY3200-00,응용물리학과
1729,월,12:00,13:15,전공선택(05),푸리에광학,이광조,3,APHY,APHY3602-00,응용물리학과
1730,수,12:00,13:15,전공선택(05),푸리에광학,이광조,3,APHY,APHY3602-00,응용물리학과
1731,화,10:30,11:45,전공선택(05),현대물리,임대영,2,APHY,APHY2104-00,응용물리학과
1732,목,10:30,11:45,전공선택(05),현대물리,임대영,2,APHY,APHY2104-00,응용물리학과
1733,화,16:30,17:45,교직전선(20),교과교육론(물리),송현욱,3,EDU,EDU3131-G00,교직
1734,목,16:30,17:45,교직전선(20),교과교육론(물리),송현욱,3,EDU,EDU3131-G00,교직
1735,화,10:30,11:45,전공필수(04),미분기하학1,한창용,3,AMTH,AMTH3003-00,응용수학과
1736,목,10:30,11:45,전공필수(04),미분기하학1,한창용,3,AMTH,AMTH3003-00,응용수학과
1737,토,10:00,11:50,전공필수(04),졸업논문(응용수학과),이선미,4,AMTH,AMTH4012-00,응용수학과
1738,월,10:30,11:45,전공필수(04),해석학1,최선호,2,AMTH,AMTH2010-00,응용수학과
1739,수,10:30,11:45,전공필수(04),해석학1,최선호,2,AMTH,AMTH2010-00,응용수학과
1740,화,13:30,14:45,전공필수(04),현대대수학I,김정산,3,AMTH,AMTH3013-00,응용수학과
1741,목,13:30,14:45,전공필수(04),현대대수학I,김정산,3,AMTH,AMTH3013-00,응용수학과
1742,월,13:30,14:45,전공선택(05),보험수학,전준기,4,AMTH,AMTH4017-00,응용수학과
1743,수,13:30,14:45,전공선택(05),보험수학,전준기,4,AMTH,AMTH4017-00,응용수학과
1744,화,12:00,13:15,전공선택(05),복소함수및응용,박준표,3,AMTH,AMTH3029-00,응용수학과
1745,목,12:00,13:15,전공선택(05),복소함수및응용,박준표,3,AMTH,AMTH3029-00,응용수학과
1746,월,13:30,14:45,전공선택(05),수리프로그래밍,김혜현,2,AMTH,AMTH2004-00,응용수학과
1747,수,13:30,14:45,전공선택(05),수리프로그래밍,김혜현,2,AMTH,AMTH2004-00,응용수학과
1748,월,15:00,16:15,전공선택(05),수리프로그래밍,김혜현,2,AMTH,AMTH2004-01,응용수학과
1749,수,15:00,16:15,전공선택(05),수리프로그래밍,김혜현,2,AMTH,AMTH2004-01,응용수학과
1750,화,10:30,11:45,전공선택(05),수치해석학특강,김경수,4,AMTH,AMTH4007-00,응용수학과
1751,목,10:30,11:45,전공선택(05),수치해석학특강,김경수,4,AMTH,AMTH4007-00,응용수학과
1752,월,10:30,11:45,전공선택(05),실해석학,홍범일,4,AMTH,AMTH4010-00,응용수학과
1753,수,10:30,11:45,전공선택(05),실해석학,홍범일,4,AMTH,AMTH4010-00,응용수학과
1754,화,10:30,11:45,전공선택(05),응용벡터해석,김정산,2,AMTH,AMTH2006-00,응용수학과
1755,목,10:30,11:45,전공선택(05),응용벡터해석,김정산,2,AMTH,AMTH2006-00,응용수학과
1756,일,10:00,12:45,전공선택(05),컴퓨터지원기하학적설계,한창용,2,AMTH,AMTH2014-00,응용수학과
1757,월,10:30,11:45,전공선택(05),통계학및응용,전준기,3,AMTH,AMTH3025-00,응용수학과
1758,수,10:30,11:45,전공선택(05),통계학및응용,전준기,3,AMTH,AMTH3025-00,응용수학과
1759,목,15:00,17:45,교직전선(20),교과교육론(수학),강미선,3,EDU,EDU3137-G00,교직
1760,월,16:30,17:45,전공선택(05),Major Issues in International Studies,정하용,2,IS,IS2508-00,국제학과
1761,수,16:30,17:45,전공선택(05),Major Issues in International Studies,정하용,2,IS,IS2508-00,국제학과
1762,월,10:30,11:45,전공선택(05),Statistics for Social Science,홍원택,2,IS,IS2204-00,국제학과
1763,수,10:30,11:45,전공선택(05),Statistics for Social Science,홍원택,2,IS,IS2204-00,국제학과
1764,월,15:00,16:15,전공선택(05),American Foreign Policy,정하용,3,IS,IS4401-00,국제학과
1765,수,15:00,16:15,전공선택(05),American Foreign Policy,정하용,3,IS,IS4401-00,국제학과
1766,월,12:00,13:15,전공선택(05),Blockchain and Cryptocurrency,홍원택,2,IS,IS2506-00,국제학과
1767,수,12:00,13:15,전공선택(05),Blockchain and Cryptocurrency,홍원택,2,IS,IS2506-00,국제학과
1768,월,13:30,14:45,전공선택(05),Business Finance,이젬마,2,IS,IS2301-00,국제학과
1769,수,13:30,14:45,전공선택(05),Business Finance,이젬마,2,IS,IS2301-00,국제학과
1770,월,15:00,16:15,전공선택(05),Chinese Foreign Policy,여유경,4,IS,IS4402-00,국제학과
1771,수,15:00,16:15,전공선택(05),Chinese Foreign Policy,여유경,4,IS,IS4402-00,국제학과
1772,월,16:30,17:45,전공선택(05),Chinese Politics and Economy,여유경,3,IS,IS3402-00,국제학과
1773,수,16:30,17:45,전공선택(05),Chinese Politics and Economy,여유경,3,IS,IS3402-00,국제학과
1774,목,15:00,17:45,전공선택(05),Comparative Area Studies,박수헌,2,IS,IS2001-00,국제학과
1775,월,13:30,14:45,전공선택(05),Comparative Area Studies,여유경,2,IS,IS2001-01,국제학과
1776,수,13:30,14:45,전공선택(05),Comparative Area Studies,여유경,2,IS,IS2001-01,국제학과
1777,화,13:30,14:45,전공선택(05),Culture and International Relations,양준희,3,IS,IS3103-00,국제학과
1778,목,13:30,14:45,전공선택(05),Culture and International Relations,양준희,3,IS,IS3103-00,국제학과
1779,화,12:00,13:15,전공선택(05),Global Data Analysis for Economics and Business,안지연,2,IS,IS2503-00,국제학과
1780,목,12:00,13:15,전공선택(05),Global Data Analysis for Economics and Business,안지연,2,IS,IS2503-00,국제학과
1781,화,12:00,13:15,전공선택(05),High_intermediate Chinese Language,LIU HANLEI,3,IS,IS2511-00,국제학과
1782,목,12:00,13:15,전공선택(05),High_intermediate Chinese Language,LIU HANLEI,3,IS,IS2511-00,국제학과
1783,금,13:30,16:00,전공선택(05),High_intermediate Japanese Language,김은숙,3,IS,IS2513-00,국제학과
1784,화,9:00,10:15,전공선택(05),High_intermediate Korean Language I,우연희,3,IS,IS2516-00,국제학과
1785,목,9:00,10:15,전공선택(05),High_intermediate Korean Language I,우연희,3,IS,IS2516-00,국제학과
1786,화,16:30,17:45,전공선택(05),High_intermediate Korean Language II,우연희,3,IS,IS2517-00,국제학과
1787,목,16:30,17:45,전공선택(05),High_intermediate Korean Language II,우연희,3,IS,IS2517-00,국제학과
1788,화,16:30,17:45,전공선택(05),History of International Relations,우승지,2,IS,IS2101-00,국제학과
1789,금,16:30,17:45,전공선택(05),History of International Relations,우승지,2,IS,IS2101-00,국제학과
1790,월,15:00,16:15,전공선택(05),Human Rights in East Asia,백범석,3,IS,IS4403-00,국제학과
1791,수,15:00,16:15,전공선택(05),Human Rights in East Asia,백범석,3,IS,IS4403-00,국제학과
1792,금,10:30,13:15,전공선택(05),Industrial Organization,주효연,3,IS,IS4205-00,국제학과
1793,월,12:00,13:15,전공선택(05),Intermediate Chinese Language,LIU HANLEI,3,IS,IS2510-00,국제학과
1794,수,12:00,13:15,전공선택(05),Intermediate Chinese Language,LIU HANLEI,3,IS,IS2510-00,국제학과
1795,월,15:00,16:15,전공선택(05),Intermediate Japanese Language,김은숙,3,IS,IS2512-00,국제학과
1796,수,15:00,16:15,전공선택(05),Intermediate Japanese Language,김은숙,3,IS,IS2512-00,국제학과
1797,월,9:00,10:15,전공선택(05),Intermediate Korean Language I,김춘영,3,IS,IS2514-00,국제학과
1798,수,9:00,10:15,전공선택(05),Intermediate Korean Language I,김춘영,3,IS,IS2514-00,국제학과
1799,월,16:30,17:45,전공선택(05),Intermediate Korean Language II,김춘영,3,IS,IS2515-00,국제학과
1800,수,16:30,17:45,전공선택(05),Intermediate Korean Language II,김춘영,3,IS,IS2515-00,국제학과
1801,화,9:00,10:15,전공선택(05),International Business,김준엽,2,IS,IS2002-00,국제학과
1802,목,9:00,10:15,전공선택(05),International Business,김준엽,2,IS,IS2002-00,국제학과
1803,월,16:30,17:45,전공선택(05),International Conflict and Resolution,Ioannis Tellidis,4,IS,IS4102-00,국제학과
1804,수,16:30,17:45,전공선택(05),International Conflict and Resolution,Ioannis Tellidis,4,IS,IS4102-00,국제학과
1805,화,15:00,16:15,전공선택(05),International Finance,전종규,3,IS,IS3001-00,국제학과
1806,목,15:00,16:15,전공선택(05),International Finance,전종규,3,IS,IS3001-00,국제학과
1807,월,10:30,11:45,전공선택(05),International Finance,양두용,3,IS,IS3001-01,국제학과
1808,수,10:30,11:45,전공선택(05),International Finance,양두용,3,IS,IS3001-01,국제학과
1809,월,16:30,17:45,전공선택(05),International Financial Strategy,이젬마,3,IS,IS3306-00,국제학과
1810,수,16:30,17:45,전공선택(05),International Financial Strategy,이젬마,3,IS,IS3306-00,국제학과
1811,화,9:00,10:15,전공선택(05),International Political Economy,정진영,2,IS,IS2003-00,국제학과
1812,목,9:00,10:15,전공선택(05),International Political Economy,정진영,2,IS,IS2003-00,국제학과
1813,월,13:30,14:45,전공선택(05),International Political Economy,정하용,2,IS,IS2003-01,국제학과
1814,수,13:30,14:45,전공선택(05),International Political Economy,정하용,2,IS,IS2003-01,국제학과
1815,월,12:00,13:15,전공선택(05),International Security,Ioannis Tellidis,3,IS,IS2004-00,국제학과
1816,수,12:00,13:15,전공선택(05),International Security,Ioannis Tellidis,3,IS,IS2004-00,국제학과
1817,화,10:30,11:45,전공선택(05),International Security,박한규,3,IS,IS2004-01,국제학과
1818,목,10:30,11:45,전공선택(05),International Security,박한규,3,IS,IS2004-01,국제학과
1819,월,13:30,14:45,전공선택(05),International Trade,현혜정,2,IS,IS3002-00,국제학과
1820,수,13:30,14:45,전공선택(05),International Trade,현혜정,2,IS,IS3002-00,국제학과
1821,월,15:00,16:15,전공선택(05),International Trade,현혜정,2,IS,IS3002-01,국제학과
1822,수,15:00,16:15,전공선택(05),International Trade,현혜정,2,IS,IS3002-01,국제학과
1823,월,9:00,10:15,전공선택(05),Japanese Foreign Policy,김선일,3,IS,IS3516-00,국제학과
1824,수,9:00,10:15,전공선택(05),Japanese Foreign Policy,김선일,3,IS,IS3516-00,국제학과
1825,금,9:00,11:45,전공선택(05),Japanese Politics and Economy,김선일,3,IS,IS3404-00,국제학과
1826,화,16:30,17:45,전공선택(05),Korean Foreign Policy,박한규,3,IS,IS4404-00,국제학과
1827,목,16:30,17:45,전공선택(05),Korean Foreign Policy,박한규,3,IS,IS4404-00,국제학과
1828,월,10:30,11:45,전공선택(05),Law & Global Governance,백범석,3,IS,IS3107-00,국제학과
1829,수,10:30,11:45,전공선택(05),Law & Global Governance,백범석,3,IS,IS3107-00,국제학과
1830,월,13:30,14:45,전공선택(05),Macroeconomics,양두용,2,IS,IS2202-00,국제학과
1831,수,13:30,14:45,전공선택(05),Macroeconomics,양두용,2,IS,IS2202-00,국제학과
1832,화,12:00,13:15,전공선택(05),Macroeconomics,전종규,2,IS,IS2202-01,국제학과
1833,목,12:00,13:15,전공선택(05),Macroeconomics,전종규,2,IS,IS2202-01,국제학과
1834,목,13:30,16:15,전공선택(05),Major Issues in Global Affairs,이영조,3,IS,IS2103-00,국제학과
1835,월,9:00,10:15,전공선택(05),Mathematics for Economics and Business,양두용,2,IS,IS2203-00,국제학과
1836,수,9:00,10:15,전공선택(05),Mathematics for Economics and Business,양두용,2,IS,IS2203-00,국제학과
1837,월,10:30,11:45,전공선택(05),Microeconomics,현혜정,2,IS,IS2201-00,국제학과
1838,수,10:30,11:45,전공선택(05),Microeconomics,현혜정,2,IS,IS2201-00,국제학과
1839,화,13:30,16:15,전공선택(05),Monitoring and Evaluation for Development Project,신재은,3,IS,IS3532-00,국제학과
1840,금,12:00,14:45,전공선택(05),Principles of Marketing,문일권,2,IS,IS2304-00,국제학과
1841,화,13:30,14:45,전공선택(05),Understanding Foreign Policy,박한규,2,IS,IS2104-00,국제학과
1842,목,13:30,14:45,전공선택(05),Understanding Foreign Policy,박한규,2,IS,IS2104-00,국제학과
1843,금,9:00,11:45,전공선택(05),Understanding International Development Cooperation,곽재성,2,IS,IS2507-00,국제학과
1844,월,10:30,11:45,전공기초(11),Introduction to Economics I,주효연,1,IS,IS1001-00,국제학과
1845,수,10:30,11:45,전공기초(11),Introduction to Economics I,주효연,1,IS,IS1001-00,국제학과
1846,월,12:00,13:15,전공기초(11),Introduction to Economics I,주효연,1,IS,IS1001-01,국제학과
1847,수,12:00,13:15,전공기초(11),Introduction to Economics I,주효연,1,IS,IS1001-01,국제학과
1848,화,10:30,11:45,전공기초(11),Introduction to Economics II,안지연,1,IS,IS1002-00,국제학과
1849,목,10:30,11:45,전공기초(11),Introduction to Economics II,안지연,1,IS,IS1002-00,국제학과
1850,화,13:30,14:45,전공기초(11),Introduction to International Relations,우승지,1,IS,IS1004-00,국제학과
1851,금,13:30,14:45,전공기초(11),Introduction to International Relations,우승지,1,IS,IS1004-00,국제학과
1852,화,16:30,17:45,전공기초(11),Introduction to International Relations,양준희,1,IS,IS1004-01,국제학과
1853,목,16:30,17:45,전공기초(11),Introduction to International Relations,양준희,1,IS,IS1004-01,국제학과
1854,화,13:30,14:45,전공기초(11),Introduction to Political Science,정진영,1,IS,IS1003-00,국제학과
1855,목,13:30,14:45,전공기초(11),Introduction to Political Science,정진영,1,IS,IS1003-00,국제학과
1856,화,16:30,17:45,전공기초(11),Introduction to Political Science,정진영,1,IS,IS1003-01,국제학과
1857,목,16:30,17:45,전공기초(11),Introduction to Political Science,정진영,1,IS,IS1003-01,국제학과
1858,월,15:00,16:15,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-00,응용수학과
1859,수,15:00,16:15,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-00,응용수학과
1860,금,9:00,9:50,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-00,응용수학과
1861,금,16:30,19:30,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-00,응용수학과
1862,월,15:00,16:15,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-01,응용수학과
1863,수,15:00,16:15,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-01,응용수학과
1864,금,10:30,11:20,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-01,응용수학과
1865,금,16:30,19:30,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-01,응용수학과
1866,월,15:00,16:15,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-02,응용수학과
1867,수,15:00,16:15,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-02,응용수학과
1868,금,13:30,14:20,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-02,응용수학과
1869,금,16:30,19:30,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-02,응용수학과
1870,월,15:00,16:15,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-03,응용수학과
1871,수,15:00,16:15,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-03,응용수학과
1872,금,15:00,15:50,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-03,응용수학과
1873,금,16:30,19:30,전공기초(11),미분적분학,김병학,1,AMTH,AMTH1009-03,응용수학과
1874,화,9:00,10:15,전공기초(11),미분적분학,한창용,1,AMTH,AMTH1009-04,응용수학과
1875,목,9:00,10:15,전공기초(11),미분적분학,한창용,1,AMTH,AMTH1009-04,응용수학과
1876,금,9:00,9:50,전공기초(11),미분적분학,한창용,1,AMTH,AMTH1009-04,응용수학과
1877,화,9:00,10:15,전공기초(11),미분적분학,한창용,1,AMTH,AMTH1009-05,응용수학과
1878,목,9:00,10:15,전공기초(11),미분적분학,한창용,1,AMTH,AMTH1009-05,응용수학과
1879,금,10:30,11:20,전공기초(11),미분적분학,한창용,1,AMTH,AMTH1009-05,응용수학과
